v1
9783
10094,3
10836,3
11298,5
11611,9
11742,6
12217,5
15369,4
14817,6
15924,3
16403,6
18386,5
15847,2
16469,7
15792,2
15993,6
15084,5
15597,9
16084,1
16215,9
16634,1
16126,7
17229,5
18188,5
18109,9
17487
19418,8
